Guid,SCODE,TeamId,AnalystId,StartDate,EndDate,Country,Sector,StockGroupName
BB3A77E6-50A5-4158-AE43-02B7E7734760,,2,25,2025-05-31 00:00:00,,China,Health Care,Cspc Pharmaceutical Group Ltd.
ECE4CB84-E16D-4215-8F85-02BA79615285,,2,22,2023-03-31 00:00:00,,China,Energy,China Shenhua Energy Co. Ltd. Class H
1D4B1DF0-6B6B-42F9-A952-02CAD74249CA,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,Taiwan,Consumer Staples,Standard Foods Corporation
516CCFBB-53B7-4C69-801D-02DF8DA51AF0,,2,4,2020-12-31 00:00:00,2025-11-30 00:00:00,Malaysia,Energy,Sapura Energy Bhd
D61AAA8F-E3D6-4FD7-A3A7-02F53B8A314A,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Consumer Staples,China Yurun Food Group Limited
DF57C357-1072-4210-ADDA-02FA34277D57,,2,4,2020-12-31 00:00:00,,Poland,Utilities,Tauron Polska Energy
F9FFBA4C-F687-4671-8F45-02FD1D18E88E,,2,24,2024-12-31 00:00:00,2025-05-31 00:00:00,South Africa,Materials,Mondi Plc
55141617-B33A-4F76-928E-02FFDD08623E,,2,22,2024-12-31 00:00:00,,Taiwan,Financials,Yuanta Financial Holdings
244B0C43-0927-406A-9951-03002B67CAF9,,2,18,2021-12-31 00:00:00,2023-03-31 00:00:00,China,Information Technology,Inspur Electronic Information Industry Co. Ltd. Class A
ECBD4C00-1AF5-47DE-9F9B-031475B25197,,2,22,2024-12-31 00:00:00,2025-05-31 00:00:00,China,Consumer Discretionary,"Ningbo Tuopu Group Co., Ltd. Class A"
5DE56E4E-FDFE-4099-85F1-03211BC5CF78,,2,27,2025-12-31 00:00:00,,China,Information Technology,"Shenzhen Sunway Communication Co., Ltd. Class A"
3FEAB163-C3B3-42A2-B31B-03282791E74C,,2,20,2021-12-31 00:00:00,2024-12-31 00:00:00,Brazil,Consumer Discretionary,Alpargatas Sa Pfd
52E1037A-25ED-4EF1-BD52-03285646DFA7,,2,28,2025-11-30 00:00:00,,Vietnam,Financials,Tcbs
D36B211A-E962-4719-92C2-03301325E821,,2,3,2023-03-31 00:00:00,,Iceland,Health Care,Ossur Hf.
5FC0EFA8-F6B7-4927-8F60-033344231ED2,,2,3,2020-12-31 00:00:00,,Russia,Materials,Uralkali Pjsc
EA59B8AE-A91A-4E35-8D8B-03348A27B67B,,2,22,2024-12-31 00:00:00,,China,Financials,Wharf (Holdings) Ltd.
52F61BCA-62B2-4279-B557-03392825FEF0,,2,3,2020-12-31 00:00:00,2025-05-31 00:00:00,Saudi Arabia,Finance,Nayifat Finance Company
7109FFFD-71F6-4396-95BE-033C3C2EA03E,,2,22,2023-03-31 00:00:00,,Korea,Consumer Discretionary,Lg Electronics Inc.
3B0E0359-32D0-4312-B787-03435BB970C6,,2,8,2020-11-30 00:00:00,,Kuwait,Financials,Boursa Kuwait Securities Company (K.P.S.C)
A6FAFA3F-45A6-433E-B591-03436DF53336,,2,22,2024-12-31 00:00:00,,Taiwan,Financials,"Sinopac Financial Holdings Co., Ltd."
B9F6AD81-3110-4FD9-B8A9-034D5FD513C0,,2,25,2025-05-31 00:00:00,,China,Consumer Discretionary,"Mango Excellent Media Co., Ltd. Class A"
7836C503-9150-4134-942F-0356FC596E22,,2,20,2021-12-31 00:00:00,2024-12-31 00:00:00,China,Financials,Bank Of Suzhou Co Ltd Class A
F4785A8E-E58D-45B2-8FEB-035C1641B699,,2,25,2025-05-31 00:00:00,,China,Consumer Discretionary,"Jiangsu Yoke Technology Co., Ltd. Class A"
BF15D898-623E-4D40-B456-035C707BE3D6,,2,4,2025-05-31 00:00:00,2025-11-30 00:00:00,South Africa,Financials,Transaction Capital Ltd
BF3ECC47-E05D-497D-8283-036C742E28E3,,2,4,2019-12-31 00:00:00,,Tunisia,Information Technology,Cellcom Sa
0E6079F9-A681-4179-BA14-037087ED93E4,,2,8,2021-12-31 00:00:00,,Thailand,Energy,Star Petroleum Refining Public Co. Ltd.
674E1706-284E-4C34-B88D-0371D6ADD3D0,,2,4,2020-12-31 00:00:00,2024-12-31 00:00:00,South Africa,Financials,Investec Limited
FE886261-A010-43F5-BA38-0379D554230F,,2,28,2025-12-31 00:00:00,,Vietnam,Information Technology,Gelex Electric Joint Stock Company
529B9C51-4EFA-4EA1-986F-037CBA3C6251,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Consumer Discretionary,Soufun Holdings Ltd Sponsored Adr Class A
8701ADC8-8F8E-4377-B59C-0385279488AD,,2,25,2025-05-31 00:00:00,,China,Financials,Capital Securities Corp. Ltd. Class A
A1D71CB6-35D8-481A-91FF-0387F63BAD90,,2,4,2020-12-31 00:00:00,2024-12-31 00:00:00,South Africa,Communication Services,Telkom Sa Soc Ltd.
86150692-A3F6-46E4-B57D-038EC20A897F,,2,18,2014-12-31 00:00:00,2020-12-31 00:00:00,China,Health Care,"Joincare Pharmaceutical Group Industry Co., Ltd. Class A"
76102BF2-A6BA-4CC8-94D6-0395B4AC4062,,2,20,2022-12-31 00:00:00,2024-12-31 00:00:00,Brazil,Energy,Cosan Ltd
12A5A443-EDB3-40BD-8198-039B40DDBA55,,2,4,2018-12-31 00:00:00,,Egypt,Consumer Discretionary,Gb Auto
5FD5253B-C61E-44B3-B117-039DE20D3AD1,,2,4,2020-12-31 00:00:00,2025-11-30 00:00:00,Malaysia,Health Care,Top Glove Corporation Bhd.
E8FD10F8-74FA-4F1A-9307-039E9BF7C88C,,2,8,2020-12-31 00:00:00,,India,Consumer Discretionary,Page Industries Limited
7610D6FB-8420-42A5-B3B8-03A097D9D6C3,,2,25,2025-05-31 00:00:00,,China,Consumer Discretionary,China Tourism Group Duty Free Corporation Limited Class A
C57554A2-2412-4362-860F-03A16F0B8577,,2,3,2018-12-31 00:00:00,,Saudi Arabia,Energy,Mohammad Al-Mojil Group
D2A8134C-DBD1-40C2-A583-03A6A9966687,,2,4,2020-12-31 00:00:00,2024-12-31 00:00:00,South Africa,Consumer Staples,Feronia Inc
0D20E9F1-88C4-44C2-9017-03AD2936A7CE,,2,3,2025-05-31 00:00:00,,Saudi Arabia,Consumer Staples,Al-Jouf Agriculture Development Co.
D2EDCDEE-4FA4-466A-B4E6-03AE36E115C6,,2,8,2018-12-31 00:00:00,2025-05-31 00:00:00,United Arab Emirates,Health Care,Pure Health Holding Pjsc
22FFCDCF-CC37-45A1-B918-03B093CF45C6,,2,8,2025-12-31 00:00:00,,Saudi Arabia,Energy,Rabigh Refining & Petrochemical Co. Class A
C2D27D7F-4FE3-448C-B7F8-03B6AD6D7161,,2,22,2024-12-31 00:00:00,,Brazil,Consumer Discretionary,Net Servicos De Comunicacao Sa Pfd
6836C8CA-B671-47A5-8B51-03C60D3D1FEC,,2,4,2020-12-31 00:00:00,2024-12-31 00:00:00,South Africa,Consumer Staples,Spar Group Limited
CBCA8D1E-5914-4214-B6D5-03D26100F3BD,,2,8,2020-12-31 00:00:00,,United Arab Emirates,Financials,Alpha Dhabi Holding Pjsc
A7F19E74-3BDF-4B59-B2C3-03EFEF36A253,,2,22,2024-12-31 00:00:00,2025-05-31 00:00:00,China,Financials,"Guotai Haitong Securities Co., Ltd. Class A"
23DE372D-B56D-4841-862F-03F895BB0309,,2,8,2025-05-31 00:00:00,,Saudi Arabia,Financials,Alinma Retail Reit Fund
EF4053B6-61A2-4087-B76F-04018F29380A,,2,8,2023-03-31 00:00:00,,Thailand,Industrials,Airports Of Thailand Public Co Ltd
99FE090F-8DA9-421B-8D99-0404A6A32144,,2,22,2023-03-31 00:00:00,,China,Consumer Discretionary,"Hoymiles Power Electronics, Inc. Class A"
C04A3CB3-D319-41C1-B0A4-0407E16DBB19,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Consumer Staples,Nongfu Spring Co.
0D67BA4D-4E8D-4972-B298-0408AE8520B1,,2,22,2023-03-31 00:00:00,,China,Information Technology,Aac Technologies Holdings Inc.
76C0814C-2559-4A02-9BAC-040AA846898F,,2,22,2023-03-31 00:00:00,2025-05-31 00:00:00,China,Health Care,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd. Class A"
EAD37D2E-F6A5-4DDE-A3CA-04106A523919,,2,8,2020-12-31 00:00:00,,Thailand,Financials,Srisawad Corporation Public Company Ltd
3BE24024-592C-4116-B8D1-0418A6D4B8F5,,2,22,2024-12-31 00:00:00,,China,Financials,"Shanghai Aj Group Co., Ltd. Class A"
DB036E19-AB89-4104-9EE6-041D189274E5,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Consumer Discretionary,"Qihoo 360 Technology Co., Ltd. Adr Class A"
C7AC2D89-97C5-40F1-860B-041D32EE10DA,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Financials,China Pacific Insurance
C64C4B42-3F0D-4027-A9EA-042B57E5B846,,2,4,2019-12-31 00:00:00,,Morocco,Utilities,Taqa Morocco Sa
16549FE5-5040-41FF-8039-043216D228C9,,2,4,2020-12-31 00:00:00,2024-12-31 00:00:00,South Africa,Materials,Pretoria Portland Cement Co. Ltd.
236DBEC9-B63C-4219-ADB6-04381F81FA5B,,2,22,2023-03-31 00:00:00,2025-11-30 00:00:00,China,Industrials,"Cosco Shipping Holdings Co., Ltd. Class A"
8588ECB6-DB50-45F4-ABA5-0443EC7171DC,,2,3,2025-05-31 00:00:00,,Kuwait,Industrials,Agility Public Warehousing Co. K.S.C.
5362D5A2-B6A8-4B5D-953F-044FFA5AFFD7,,2,25,2025-11-30 00:00:00,,Malaysia,Communication Services,Maxis Bhd.
143CF9D1-45CD-4E53-A3CC-0470568066B5,,2,25,2025-05-31 00:00:00,2025-11-30 00:00:00,China,Consumer Discretionary,"Nari Technology Co., Ltd. Class A"
147ADFC4-082C-4E06-9EAE-0470AEDC48D7,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Consumer Discretionary,Youzu Interactive Co. Ltd. Class A
DFA25490-07AE-45EC-B9BF-04739A47C78C,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Consumer Discretionary,"Pinduoduo, Inc. Sponsored Adr Class A"
F20B8B1F-FE70-4979-9580-047F126A8E51,,2,28,2025-11-30 00:00:00,,Vietnam,Industrials,Petrovietnam Transportation Corp.
2792AA54-8693-4C75-B94C-047FCDA14140,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,Korea,Financials,Mirae Asset Daewoo Co. Ltd.
2C5165D5-C956-4AAF-BD89-048EF8789C82,,2,3,1900-01-01 00:00:00,,Saudi Arabia,Financials,Saudi Arabian Cooperative Insurance Co.
51729DA5-7E92-48FF-B692-049E94558DBF,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,Taiwan,Financials,Taiwan Business Bank
55176D1D-3D3E-407D-8DEF-04A140709332,,2,25,2025-05-31 00:00:00,,China,Industrials,China Energy Engineering Corp. Ltd. Class A
DEBD1CA6-C660-47B0-831A-04AAAE9ECB05,,2,25,2025-05-31 00:00:00,,China,Consumer Staples,Nongfu Spring Co.
E5569EB1-E13E-4D8E-8F8D-04B2DAC68275,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Consumer Staples,"Beijing Dbn Technology Group Co., Ltd. Class A"
FDF11645-47AB-4F7A-9AA1-04B36E2AFB96,,2,8,2019-06-30 00:00:00,,United Arab Emirates,Real Estate,Aldar Properties - P J S C
150091DA-A1C5-4608-83A7-04B75413D914,,2,18,2020-12-31 00:00:00,,Korea,Industrials,Hyundai Development Co.
62A74482-E60E-4332-B5BB-04BDA3FC964F,,2,8,2023-03-31 00:00:00,,Thailand,Communication Services,"Advanced Info Service Public Co., Ltd."
F7C940DD-87F1-4AED-B9A1-04CF0B84CB4B,,2,4,2019-06-30 00:00:00,,Romania,Financials,Oltenia Sif 5
04E92879-8EF7-4E39-B517-04D7A2CDABCA,,2,20,2020-12-31 00:00:00,2025-02-28 00:00:00,Brazil,Industrials,Smiles Fidelidade Sa
FC403386-D1B8-47FC-A24E-04D9CD96EC80,,2,25,2025-05-31 00:00:00,,China,Financials,Agricultural Bank Of China Limited Class H
C2B5EEBC-AE58-42CA-A367-04DDBA4E8234,,2,8,2023-03-31 00:00:00,,Thailand,Communication Services,"Total Access Communication Public Co., Ltd."
A2B712A4-9119-41B5-A4C9-04F123026565,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,China,Consumer Discretionary,"Gree Electric Appliances, Inc. Of Zhuhai Class A"
DE200B23-9FA5-4264-9CF9-04F78E1AF72C,,2,25,2025-05-31 00:00:00,,China,Consumer Staples,Wuliangye Yibin
88FB3720-B90A-443A-8105-04F896430B36,,2,18,2020-12-31 00:00:00,,Taiwan,Materials,"Eternal Materials Co., Ltd."
5072019E-6883-4086-AE61-04FDD7C29721,,2,22,2023-03-31 00:00:00,,Taiwan,Information Technology,Novatek Microelectronics Corp.
AD1C5011-166B-4086-946A-0510F3A60726,,2,8,2016-12-31 00:00:00,2025-05-31 00:00:00,Kuwait,Industrials,Jazeera Airways Co. (K.S.C.) Rights 2021-05.07.21 For Shares
AF03D3B3-BB2F-4041-B2B3-051BBC551C60,,2,20,2020-12-31 00:00:00,2024-12-31 00:00:00,Brazil,Utilities,Edp - Energias Do Brasil S.A.
436C03DC-09BA-489B-B720-051BD73BDF62,,2,22,2024-12-31 00:00:00,,Korea,Consumer Discretionary,Daum Kakao Corp.
77A5214E-AE25-4B20-9B68-05312D27FC28,,2,22,2024-12-31 00:00:00,2025-05-31 00:00:00,China,Industrials,China Southern Airlines Company Limited Class H
7951166A-6BD8-4773-B8FD-05327FAEB74F,,2,28,2025-11-30 00:00:00,,Vietnam,Financials,Sai Gon - Hanoi Commercial Joint Stock Bank
C97D5BBF-A573-4071-8776-053432F8812E,,2,25,2024-12-31 00:00:00,,China,Health Care,Insilico Medicine
FD173860-AD38-4215-91AB-0538BE59ACC0,,2,8,2019-06-30 00:00:00,,Bangladesh,Industrials,Beximco Ltd
1E786BCC-DC66-416F-8DC1-054319515D1E,,2,22,2024-12-31 00:00:00,2025-05-31 00:00:00,China,Consumer Discretionary,"Yutong Bus Co., Ltd. Class A"
3A259CF6-6ADB-4D04-B3AC-0544A0CFF0E5,,2,8,2024-12-31 00:00:00,,Kuwait,Financials,Real Estate Trade Centers Co. Ksc
344E1C84-0A9D-49DE-AF8F-05496D9EB889,,2,22,2024-12-31 00:00:00,,Brazil,Industrials,Gps Participacoes
76FEE94C-F3BE-407B-A319-0549F7FC5383,,2,4,2021-12-31 00:00:00,,Estonia,Consumer Staples,Tallinna Kaubamaja As
